snapshot_date,product_id,stock_units,reorder_point
2025-05-07,200164,42,151
2025-05-07,200049,176,82
2025-05-07,200002,162,25
2025-05-07,200118,142,164
2025-05-07,200072,24,97
2025-05-07,200089,126,129
2025-05-07,200157,60,70
2025-05-07,200132,29,176
2025-05-07,200215,89,36
2025-05-07,200013,101,44
2025-05-07,200244,186,120
2025-05-07,200148,242,106
2025-05-07,200191,133,40
2025-05-07,200150,144,139
2025-05-07,200068,209,137
2025-05-07,200129,56,76
2025-05-07,200152,109,158
2025-05-07,200174,220,87
2025-05-07,200003,159,98
2025-05-07,200234,163,120
2025-05-07,200147,35,36
2025-05-07,200020,106,50
2025-05-07,200019,145,69
2025-05-07,200061,249,88
2025-05-07,200050,216,82
2025-05-07,200018,216,58
2025-05-07,200026,93,143
2025-05-07,200168,201,156
2025-05-07,200130,164,71
2025-05-07,200005,162,48
2025-05-07,200138,108,61
2025-05-07,200140,225,46
2025-05-07,200048,154,84
2025-05-07,200221,2,157
2025-05-07,200224,37,39
2025-05-07,200034,94,108
2025-05-07,200069,12,146
2025-05-07,200084,69,111
2025-05-07,200087,231,70
2025-05-07,200228,5,124
2025-05-07,200102,33,173
2025-05-07,200238,121,152
2025-05-07,200199,120,53
2025-05-07,200123,36,174
2025-05-07,200231,176,175
2025-05-07,200092,187,52
2025-05-07,200051,200,83
2025-05-07,200226,221,85
2025-05-07,200010,81,149
2025-05-07,200135,16,45
2025-05-07,200127,164,66
2025-05-07,200145,146,115
2025-05-07,200045,18,50
2025-05-07,200115,95,75
2025-05-07,200059,21,85
2025-05-14,200121,31,24
2025-05-14,200209,159,139
2025-05-14,200012,80,109
2025-05-14,200119,105,172
2025-05-14,200041,69,120
2025-05-14,200184,129,122
2025-05-14,200198,22,68
2025-05-14,200207,122,97
2025-05-14,200168,177,116
2025-05-14,200047,87,34
2025-05-14,200064,87,167
2025-05-14,200186,148,38
2025-05-14,200084,198,174
2025-05-14,200008,160,112
2025-05-14,200134,91,160
2025-05-14,200005,15,58
2025-05-14,200054,149,177
2025-05-14,200236,233,86
2025-05-14,200030,191,101
2025-05-14,200218,80,103
2025-05-14,200180,81,163
2025-05-14,200230,243,122
2025-05-14,200217,9,20
2025-05-14,200009,241,66
2025-05-14,200002,239,166
2025-05-14,200090,111,57
2025-05-14,200010,52,125
2025-05-14,200203,209,38
2025-05-14,200059,178,82
2025-05-14,200233,183,73
2025-05-14,200238,220,130
2025-05-14,200174,138,108
2025-05-14,200148,110,122
2025-05-14,200075,233,100
2025-05-14,200237,175,104
2025-05-14,200189,47,153
2025-05-14,200239,131,41
2025-05-14,200140,46,139
2025-05-14,200149,60,172
2025-05-14,200024,94,148
2025-05-14,200226,125,34
2025-05-14,200058,198,157
2025-05-14,200022,46,71
2025-05-14,200161,209,123
2025-05-14,200104,212,175
2025-05-14,200015,90,76
2025-05-14,200196,169,108
2025-05-14,200155,101,74
2025-05-14,200068,114,66
2025-05-14,200055,152,113
2025-05-14,200063,56,41
2025-05-14,200081,20,23
2025-05-14,200074,107,139
2025-05-14,200011,220,136
2025-05-14,200188,226,86
2025-05-14,200019,162,155
2025-05-14,200185,183,72
2025-05-14,200160,32,51
2025-05-14,200083,40,139
2025-05-14,200110,83,151
2025-05-14,200171,106,121
2025-05-14,200137,96,54
2025-05-14,200167,96,68
2025-05-14,200096,98,178
2025-05-14,200094,113,46
2025-05-14,200138,211,33
2025-05-14,200159,78,44
2025-05-14,200029,178,119
2025-05-14,200042,77,152
2025-05-14,200124,180,104
2025-05-14,200206,0,33
2025-05-14,200190,62,69
2025-05-14,200106,233,163
2025-05-14,200036,222,110
2025-05-14,200183,233,31
2025-05-14,200125,112,148
2025-05-14,200062,124,110
2025-05-14,200193,107,102
2025-05-14,200032,33,64
2025-05-14,200204,235,109
2025-05-14,200073,44,159
2025-05-14,200211,189,58
2025-05-14,200220,108,114
2025-05-14,200045,180,77
2025-05-14,200130,110,29
2025-05-14,200069,186,83
2025-05-14,200120,83,158
2025-05-14,200179,35,179
2025-05-14,200076,105,106
2025-05-14,200210,131,43
2025-05-14,200057,113,133
2025-05-14,200164,57,112
2025-05-14,200205,194,94
2025-05-14,200245,237,28
2025-05-14,200200,164,136
2025-05-14,200097,106,141
2025-05-14,200100,115,158
2025-05-14,200128,219,88
2025-05-14,200027,102,150
2025-05-14,200150,132,91
2025-05-21,200053,23,74
2025-05-21,200153,9,63
2025-05-21,200194,52,25
2025-05-21,200064,207,132
2025-05-21,200178,34,121
2025-05-21,200095,33,129
2025-05-21,200123,201,80
2025-05-21,200052,247,162
2025-05-21,200167,150,155
2025-05-21,200054,84,73
2025-05-21,200241,20,146
2025-05-21,200134,158,58
2025-05-21,200235,23,44
2025-05-21,200133,172,159
2025-05-21,200217,57,95
2025-05-21,200047,124,139
2025-05-21,200230,69,131
2025-05-21,200152,157,165
2025-05-21,200049,156,174
2025-05-21,200145,164,178
2025-05-21,200100,175,130
2025-05-21,200159,238,77
2025-05-21,200046,115,62
2025-05-21,200126,165,44
2025-05-21,200205,47,146
2025-05-21,200092,76,44
2025-05-21,200220,78,66
2025-05-21,200117,179,40
2025-05-21,200223,230,81
2025-05-21,200136,116,96
2025-05-21,200171,154,111
2025-05-21,200056,52,159
2025-05-21,200130,222,56
2025-05-21,200183,201,144
2025-05-21,200174,218,33
2025-05-21,200118,59,138
2025-05-21,200225,128,92
2025-05-21,200107,115,125
2025-05-21,200065,107,77
2025-05-21,200006,229,24
2025-05-21,200147,67,50
2025-05-21,200127,8,134
2025-05-21,200110,173,109
2025-05-21,200079,144,163
2025-05-21,200008,242,78
2025-05-21,200040,120,133
2025-05-21,200091,137,165
2025-05-21,200191,227,177
2025-05-21,200074,225,157
2025-05-21,200059,78,87
2025-05-21,200050,7,124
2025-05-21,200033,195,126
2025-05-21,200199,179,152
2025-05-21,200060,144,160
2025-05-21,200058,219,128
2025-05-21,200189,13,23
2025-05-21,200113,149,22
2025-05-21,200045,198,90
2025-05-21,200146,133,104
2025-05-21,200193,43,104
2025-05-21,200019,80,56
2025-05-21,200238,153,47
2025-05-21,200036,237,105
2025-05-21,200070,177,94
2025-05-21,200236,234,27
2025-05-21,200158,103,139
2025-05-21,200204,194,39
2025-05-21,200124,30,88
2025-05-21,200071,33,151
2025-05-21,200038,109,176
2025-05-21,200119,120,162
2025-05-21,200120,222,172
2025-05-21,200043,12,131
2025-05-21,200214,99,63
2025-05-21,200234,54,44
2025-05-21,200004,139,170
2025-05-21,200037,10,45
2025-05-21,200015,40,101
2025-05-21,200014,227,125
2025-05-21,200005,134,154
2025-05-21,200108,8,158
2025-05-21,200105,160,158
2025-05-21,200034,219,35
2025-05-21,200035,22,63
2025-05-21,200025,6,71
2025-05-21,200144,73,63
2025-05-21,200078,172,90
2025-05-21,200023,175,67
2025-05-21,200010,195,31
2025-05-21,200001,137,54
2025-05-21,200102,36,49
2025-05-21,200104,39,66
2025-05-21,200068,89,53
2025-05-21,200022,170,120
2025-05-21,200151,1,71
2025-05-21,200076,207,70
2025-05-21,200197,71,107
2025-05-21,200028,16,35
2025-05-21,200016,25,160
2025-05-21,200138,57,39
2025-05-28,200029,197,81
2025-05-28,200201,200,161
2025-05-28,200054,47,44
2025-05-28,200148,113,149
2025-05-28,200083,235,136
2025-05-28,200245,90,131
2025-05-28,200068,195,146
2025-05-28,200235,101,160
2025-05-28,200112,61,119
2025-05-28,200046,44,97
2025-05-28,200021,248,83
2025-05-28,200190,48,163
2025-05-28,200022,19,169
2025-05-28,200125,9,158
2025-05-28,200181,184,34
2025-05-28,200020,92,91
2025-05-28,200118,169,125
2025-05-28,200111,73,43
2025-05-28,200058,97,163
2025-05-28,200087,24,109
2025-05-28,200162,95,172
2025-05-28,200078,191,109
2025-05-28,200090,73,95
2025-05-28,200238,206,110
2025-05-28,200179,198,154
2025-05-28,200089,234,147
2025-05-28,200205,19,155
2025-05-28,200229,151,162
2025-05-28,200233,207,114
2025-05-28,200092,61,30
2025-05-28,200247,20,96
2025-05-28,200182,192,31
2025-05-28,200206,181,123
2025-05-28,200117,87,41
2025-05-28,200070,127,154
2025-05-28,200234,179,174
2025-05-28,200102,221,119
2025-05-28,200040,36,95
2025-05-28,200241,50,28
2025-05-28,200082,113,139
2025-05-28,200096,4,39
2025-05-28,200135,94,154
2025-05-28,200116,46,38
2025-05-28,200246,242,84
2025-05-28,200031,238,21
2025-05-28,200174,162,127
2025-05-28,200199,95,50
2025-05-28,200191,225,33
2025-05-28,200069,242,124
2025-05-28,200163,11,51
2025-05-28,200060,136,20
2025-05-28,200012,70,122
2025-05-28,200044,150,27
2025-05-28,200161,59,94
2025-05-28,200129,137,66
2025-05-28,200115,93,121
2025-05-28,200085,156,163
2025-05-28,200243,158,115
2025-05-28,200015,73,68
2025-05-28,200216,97,76
2025-05-28,200106,145,41
2025-05-28,200172,129,164
2025-05-28,200081,149,153
2025-05-28,200119,53,83
2025-05-28,200200,39,83
2025-05-28,200121,122,33
2025-05-28,200218,85,104
2025-05-28,200132,194,46
2025-05-28,200150,244,42
2025-05-28,200187,202,92
2025-05-28,200077,203,37
2025-05-28,200170,154,129
2025-05-28,200080,235,23
2025-05-28,200055,74,142
2025-05-28,200180,249,80
2025-05-28,200219,26,28
2025-05-28,200001,107,99
2025-05-28,200101,246,72
2025-05-28,200157,108,82
2025-05-28,200228,214,142
2025-05-28,200175,154,146
2025-05-28,200033,147,179
2025-05-28,200074,81,42
2025-05-28,200168,21,167
2025-05-28,200038,193,46
2025-05-28,200159,166,63
2025-05-28,200215,126,68
2025-05-28,200104,217,32
2025-05-28,200225,193,155
2025-05-28,200017,39,65
2025-05-28,200209,244,167
2025-05-28,200164,143,149
2025-05-28,200045,1,21
2025-05-28,200084,152,132
2025-05-28,200171,13,64
2025-05-28,200048,143,91
2025-05-28,200018,72,111
2025-05-28,200043,13,122
2025-05-28,200061,93,27
2025-05-28,200143,228,36
2025-06-04,200009,79,152
2025-06-04,200235,16,59
2025-06-04,200050,162,150
2025-06-04,200124,201,76
2025-06-04,200097,8,70
2025-06-04,200181,161,145
2025-06-04,200132,212,66
2025-06-04,200051,178,122
2025-06-04,200205,188,92
2025-06-04,200076,20,81
2025-06-04,200105,100,81
2025-06-04,200116,117,51
2025-06-04,200088,169,101
2025-06-04,200027,176,177
2025-06-04,200078,203,58
2025-06-04,200203,46,36
2025-06-04,200134,150,136
2025-06-04,200131,23,51
2025-06-04,200034,241,114
2025-06-04,200223,93,174
2025-06-04,200008,0,153
2025-06-04,200142,70,58
2025-06-04,200040,6,52
2025-06-04,200149,80,53
2025-06-04,200187,130,110
2025-06-04,200232,71,60
2025-06-04,200058,197,118
2025-06-04,200059,172,50
2025-06-04,200168,101,61
2025-06-04,200215,129,62
2025-06-04,200033,69,161
2025-06-04,200036,247,25
2025-06-04,200201,79,68
2025-06-04,200191,118,29
2025-06-04,200010,69,23
2025-06-04,200109,15,71
2025-06-04,200056,52,60
2025-06-04,200114,215,68
2025-06-04,200171,86,105
2025-06-04,200159,87,119
2025-06-04,200007,104,167
2025-06-04,200195,207,164
2025-06-04,200192,195,162
2025-06-04,200017,2,139
2025-06-04,200184,153,23
2025-06-04,200166,128,166
2025-06-04,200086,20,117
2025-06-04,200067,186,162
2025-06-04,200070,81,57
2025-06-04,200133,115,154
2025-06-04,200101,195,37
2025-06-04,200041,249,127
2025-06-04,200004,114,110
2025-06-04,200048,91,126
2025-06-04,200043,58,149
2025-06-04,200082,48,53
2025-06-04,200152,43,65
2025-06-04,200095,203,80
2025-06-04,200020,202,101
2025-06-04,200243,204,105
2025-06-04,200188,16,94
2025-06-04,200234,30,26
2025-06-04,200228,147,128
2025-06-04,200047,89,51
2025-06-04,200042,110,144
2025-06-04,200217,65,115
2025-06-04,200190,173,80
2025-06-04,200107,214,61
2025-06-04,200175,238,30
2025-06-04,200198,112,69
2025-06-04,200170,186,74
2025-06-04,200079,51,130
2025-06-04,200087,4,163
2025-06-04,200173,199,152
2025-06-04,200238,13,94
2025-06-04,200164,131,148
2025-06-04,200186,71,141
2025-06-04,200151,162,92
2025-06-04,200244,116,62
2025-06-04,200239,192,51
2025-06-04,200139,5,62
2025-06-04,200071,144,138
2025-06-04,200227,235,160
2025-06-04,200236,25,130
2025-06-04,200220,246,37
2025-06-04,200003,59,165
2025-06-04,200193,114,132
2025-06-04,200084,164,69
2025-06-04,200094,75,85
2025-06-04,200106,180,68
2025-06-04,200002,8,175
2025-06-04,200055,246,109
2025-06-04,200162,65,148
2025-06-04,200011,98,173
2025-06-04,200085,152,166
2025-06-04,200158,53,28
2025-06-04,200037,158,159
2025-06-04,200115,210,29
2025-06-04,200021,171,40
2025-06-04,200208,83,70
2025-06-11,200007,205,131
2025-06-11,200058,173,44
2025-06-11,200049,159,41
2025-06-11,200223,103,165
2025-06-11,200060,95,62
2025-06-11,200077,242,158
2025-06-11,200119,155,62
2025-06-11,200139,213,156
2025-06-11,200095,128,116
2025-06-11,200089,243,159
2025-06-11,200008,170,101
2025-06-11,200067,171,97
2025-06-11,200127,180,147
2025-06-11,200028,160,74
2025-06-11,200104,238,121
2025-06-11,200231,120,90
2025-06-11,200222,97,144
2025-06-11,200216,130,161
2025-06-11,200215,157,50
2025-06-11,200035,39,50
2025-06-11,200044,13,81
2025-06-11,200174,31,110
2025-06-11,200176,48,24
2025-06-11,200097,53,44
2025-06-11,200198,249,137
2025-06-11,200173,213,93
2025-06-11,200238,87,41
2025-06-11,200235,104,82
2025-06-11,200191,97,117
2025-06-11,200053,109,71
2025-06-11,200213,21,174
2025-06-11,200130,141,67
2025-06-11,200018,56,145
2025-06-11,200179,227,112
2025-06-11,200234,208,138
2025-06-11,200148,124,144
2025-06-11,200017,240,104
2025-06-11,200068,19,112
2025-06-11,200114,29,134
2025-06-11,200092,1,176
2025-06-11,200027,167,133
2025-06-11,200010,111,129
2025-06-11,200045,73,102
2025-06-11,200075,178,163
2025-06-11,200204,241,24
2025-06-11,200011,170,91
2025-06-11,200102,222,178
2025-06-11,200132,85,30
2025-06-11,200033,89,93
2025-06-11,200150,235,75
2025-06-11,200226,98,91
2025-06-11,200103,84,140
2025-06-11,200065,170,88
2025-06-11,200192,206,174
2025-06-11,200239,71,63
2025-06-11,200181,228,100
2025-06-11,200134,118,175
2025-06-11,200182,41,89
2025-06-11,200085,142,66
2025-06-11,200107,155,33
2025-06-11,200188,185,106
2025-06-11,200003,15,48
2025-06-11,200199,173,122
2025-06-11,200076,204,133
2025-06-11,200069,16,167
2025-06-11,200099,16,112
2025-06-11,200042,150,146
2025-06-11,200079,61,163
2025-06-11,200100,51,89
2025-06-11,200186,225,50
2025-06-11,200090,246,96
2025-06-11,200012,89,155
2025-06-11,200138,104,81
2025-06-11,200123,104,111
2025-06-11,200034,226,72
2025-06-11,200140,141,58
2025-06-11,200143,80,130
2025-06-11,200206,120,115
2025-06-11,200054,159,42
2025-06-11,200232,180,112
2025-06-11,200037,70,26
2025-06-11,200001,129,89
2025-06-11,200029,0,179
2025-06-11,200121,223,22
2025-06-11,200168,238,140
2025-06-11,200229,213,58
2025-06-11,200233,113,120
2025-06-11,200159,225,67
2025-06-11,200038,113,85
2025-06-11,200136,172,80
2025-06-11,200072,67,82
2025-06-11,200084,152,21
2025-06-11,200015,198,58
2025-06-11,200013,12,46
2025-06-11,200005,165,88
2025-06-11,200152,243,86
2025-06-11,200217,36,96
2025-06-11,200082,189,176
2025-06-11,200218,205,59
2025-06-11,200098,50,94
2025-06-18,200191,128,40
2025-06-18,200222,130,48
2025-06-18,200229,131,149
2025-06-18,200104,180,157
2025-06-18,200232,184,129
2025-06-18,200225,102,108
2025-06-18,200137,180,165
2025-06-18,200055,139,89
2025-06-18,200074,47,116
2025-06-18,200028,48,157
2025-06-18,200043,56,93
2025-06-18,200171,7,178
2025-06-18,200175,41,57
2025-06-18,200159,63,143
2025-06-18,200188,202,69
2025-06-18,200138,155,160
2025-06-18,200132,68,133
2025-06-18,200151,121,104
2025-06-18,200216,244,76
2025-06-18,200061,131,179
2025-06-18,200197,220,51
2025-06-18,200008,119,43
2025-06-18,200115,175,53
2025-06-18,200195,81,101
2025-06-18,200145,116,142
2025-06-18,200009,33,104
2025-06-18,200234,76,49
2025-06-18,200021,120,176
2025-06-18,200063,108,174
2025-06-18,200157,130,55
2025-06-18,200036,169,134
2025-06-18,200060,140,175
2025-06-18,200196,31,132
2025-06-18,200107,164,135
2025-06-18,200235,151,66
2025-06-18,200201,216,143
2025-06-18,200058,185,163
2025-06-18,200046,41,146
2025-06-18,200057,144,63
2025-06-18,200241,232,47
2025-06-18,200084,135,67
2025-06-18,200070,71,63
2025-06-18,200135,44,51
2025-06-18,200231,208,38
2025-06-18,200237,44,160
2025-06-18,200011,118,153
2025-06-18,200184,45,59
2025-06-18,200158,127,40
2025-06-18,200246,50,138
2025-06-18,200186,85,151
2025-06-18,200164,121,87
2025-06-18,200025,216,96
2025-06-18,200172,5,22
2025-06-18,200006,150,172
2025-06-18,200243,146,59
2025-06-18,200034,246,83
2025-06-18,200127,239,47
2025-06-18,200239,205,145
2025-06-18,200217,120,146
2025-06-18,200181,60,32
2025-06-18,200228,80,171
2025-06-18,200073,234,120
2025-06-18,200226,80,31
2025-06-18,200182,135,87
2025-06-18,200178,225,34
2025-06-18,200149,148,162
2025-06-18,200066,35,176
2025-06-18,200010,33,161
2025-06-18,200176,105,23
2025-06-18,200155,193,72
2025-06-18,200180,33,24
2025-06-18,200099,93,175
2025-06-18,200101,42,21
2025-06-18,200117,55,61
2025-06-18,200088,86,155
2025-06-18,200064,21,79
2025-06-18,200167,62,31
2025-06-18,200238,115,157
2025-06-18,200062,113,166
2025-06-18,200052,78,166
2025-06-18,200096,196,78
2025-06-18,200037,182,77
2025-06-18,200071,208,74
2025-06-18,200012,71,120
2025-06-18,200019,54,118
2025-06-18,200110,127,99
2025-06-18,200031,10,123
2025-06-18,200078,68,110
2025-06-18,200092,192,134
2025-06-18,200219,40,41
2025-06-18,200152,1,23
2025-06-18,200023,237,61
2025-06-18,200085,181,139
2025-06-18,200168,162,145
2025-06-18,200230,147,48
2025-06-18,200174,130,66
2025-06-18,200013,91,30
2025-06-18,200116,110,94
2025-06-18,200042,194,61
2025-06-18,200038,194,59
2025-06-25,200017,152,107
2025-06-25,200209,122,90
2025-06-25,200156,193,86
2025-06-25,200163,37,139
2025-06-25,200130,63,109
2025-06-25,200153,243,40
2025-06-25,200224,55,128
2025-06-25,200115,185,87
2025-06-25,200089,205,149
2025-06-25,200157,130,125
2025-06-25,200214,57,25
2025-06-25,200154,1,159
2025-06-25,200139,182,141
2025-06-25,200040,157,149
2025-06-25,200111,228,25
2025-06-25,200196,139,109
2025-06-25,200068,103,80
2025-06-25,200169,88,125
2025-06-25,200246,180,169
2025-06-25,200055,211,123
2025-06-25,200244,80,56
2025-06-25,200190,11,167
2025-06-25,200128,106,73
2025-06-25,200243,6,111
2025-06-25,200193,112,139
2025-06-25,200129,1,173
2025-06-25,200180,120,29
2025-06-25,200004,44,62
2025-06-25,200201,205,43
2025-06-25,200046,159,138
2025-06-25,200100,51,30
2025-06-25,200054,67,107
2025-06-25,200203,61,110
2025-06-25,200207,165,56
2025-06-25,200026,120,170
2025-06-25,200187,237,52
2025-06-25,200084,0,171
2025-06-25,200126,107,95
2025-06-25,200112,224,156
2025-06-25,200161,220,106
2025-06-25,200181,124,57
2025-06-25,200070,0,55
2025-06-25,200182,188,130
2025-06-25,200211,163,76
2025-06-25,200125,249,40
2025-06-25,200118,81,123
2025-06-25,200147,152,37
2025-06-25,200145,148,131
2025-06-25,200072,120,28
2025-06-25,200020,51,149
2025-06-25,200160,129,82
2025-06-25,200120,129,56
2025-06-25,200117,160,98
2025-06-25,200231,198,163
2025-06-25,200155,181,178
2025-06-25,200090,41,89
2025-06-25,200087,166,36
2025-06-25,200177,205,96
2025-06-25,200143,221,116
2025-06-25,200124,29,149
2025-06-25,200192,134,32
2025-06-25,200036,159,173
2025-06-25,200043,243,26
2025-06-25,200164,224,90
2025-06-25,200022,40,110
2025-06-25,200152,117,32
2025-06-25,200053,179,164
2025-06-25,200067,36,48
2025-06-25,200172,196,112
2025-06-25,200088,45,173
2025-06-25,200077,39,24
2025-06-25,200024,176,89
2025-06-25,200204,161,61
2025-06-25,200222,149,85
2025-06-25,200247,146,88
2025-06-25,200009,64,39
2025-06-25,200041,58,143
2025-06-25,200003,120,96
2025-06-25,200186,87,132
2025-06-25,200039,68,97
2025-06-25,200191,247,54
2025-06-25,200092,191,38
2025-06-25,200056,201,80
2025-06-25,200038,245,74
2025-06-25,200151,217,152
2025-06-25,200002,185,94
2025-06-25,200047,184,86
2025-06-25,200171,118,24
2025-06-25,200094,217,50
2025-06-25,200131,229,136
2025-06-25,200175,139,133
2025-06-25,200045,224,105
2025-06-25,200048,31,81
2025-06-25,200001,220,166
2025-06-25,200016,71,39
2025-06-25,200194,144,169
2025-06-25,200168,190,37
2025-06-25,200102,123,149
2025-06-25,200220,133,61
2025-06-25,200235,166,30
2025-07-02,200180,191,152
2025-07-02,200107,80,94
2025-07-02,200076,210,128
2025-07-02,200124,117,63
2025-07-02,200246,161,71
2025-07-02,200155,83,167
2025-07-02,200149,225,52
2025-07-02,200245,14,146
2025-07-02,200159,160,134
2025-07-02,200236,86,84
2025-07-02,200095,72,72
2025-07-02,200090,243,88
2025-07-02,200096,21,78
2025-07-02,200194,132,92
2025-07-02,200120,107,154
2025-07-02,200130,24,164
2025-07-02,200218,123,130
2025-07-02,200228,223,88
2025-07-02,200135,162,62
2025-07-02,200239,153,161
2025-07-02,200067,172,106
2025-07-02,200121,202,142
2025-07-02,200143,75,76
2025-07-02,200116,112,53
2025-07-02,200222,59,154
2025-07-02,200141,66,136
2025-07-02,200186,10,41
2025-07-02,200111,224,68
2025-07-02,200084,246,20
2025-07-02,200024,191,131
2025-07-02,200167,245,44
2025-07-02,200046,74,79
2025-07-02,200134,163,39
2025-07-02,200196,193,88
2025-07-02,200165,189,144
2025-07-02,200177,150,100
2025-07-02,200129,244,61
2025-07-02,200055,32,146
2025-07-02,200062,61,53
2025-07-02,200050,28,176
2025-07-02,200112,159,164
2025-07-02,200201,77,81
2025-07-02,200101,113,123
2025-07-02,200138,205,72
2025-07-02,200178,127,74
2025-07-02,200161,136,113
2025-07-02,200098,183,69
2025-07-02,200171,174,147
2025-07-02,200189,20,83
2025-07-02,200094,193,20
2025-07-02,200212,73,66
2025-07-02,200232,55,176
2025-07-02,200033,174,24
2025-07-02,200077,0,113
2025-07-02,200235,156,146
2025-07-02,200097,80,23
2025-07-02,200081,74,158
2025-07-02,200220,65,76
2025-07-02,200125,139,159
2025-07-02,200147,237,102
2025-07-02,200027,87,96
2025-07-02,200243,243,125
2025-07-02,200087,25,21
2025-07-02,200205,30,164
2025-07-02,200005,204,34
2025-07-02,200217,33,28
2025-07-02,200063,174,98
2025-07-02,200204,100,28
2025-07-02,200193,215,131
2025-07-02,200207,223,102
2025-07-02,200230,189,70
2025-07-02,200127,91,28
2025-07-02,200179,98,112
2025-07-02,200229,60,176
2025-07-02,200006,13,146
2025-07-02,200225,204,55
2025-07-02,200113,30,57
2025-07-02,200042,110,35
2025-07-02,200115,62,124
2025-07-02,200187,159,90
2025-07-02,200213,167,161
2025-07-02,200145,2,157
2025-07-02,200157,142,104
2025-07-02,200181,181,155
2025-07-02,200233,25,118
2025-07-02,200025,95,96
2025-07-02,200139,72,140
2025-07-02,200183,72,120
2025-07-02,200080,77,67
2025-07-02,200100,59,30
2025-07-02,200051,90,21
2025-07-02,200049,12,101
2025-07-02,200032,133,168
2025-07-02,200142,143,21
2025-07-02,200166,190,67
2025-07-02,200037,117,139
2025-07-02,200158,162,44
2025-07-02,200192,201,175
2025-07-02,200029,233,55
2025-07-02,200231,107,162
2025-07-09,200050,57,140
2025-07-09,200127,178,56
2025-07-09,200176,36,96
2025-07-09,200236,29,167
2025-07-09,200178,87,20
2025-07-09,200017,204,47
2025-07-09,200135,42,133
2025-07-09,200044,132,158
2025-07-09,200065,72,116
2025-07-09,200245,61,93
2025-07-09,200170,57,51
2025-07-09,200161,30,48
2025-07-09,200073,204,143
2025-07-09,200070,197,171
2025-07-09,200201,121,173
2025-07-09,200010,226,135
2025-07-09,200098,7,69
2025-07-09,200099,172,45
2025-07-09,200048,110,28
2025-07-09,200167,34,171
2025-07-09,200184,223,173
2025-07-09,200107,175,86
2025-07-09,200094,195,21
2025-07-09,200145,81,125
2025-07-09,200082,141,176
2025-07-09,200012,182,145
2025-07-09,200007,203,58
2025-07-09,200151,91,124
2025-07-09,200034,215,83
2025-07-09,200160,144,141
2025-07-09,200079,241,171
2025-07-09,200197,88,128
2025-07-09,200108,87,163
2025-07-09,200159,213,66
2025-07-09,200083,70,144
2025-07-09,200021,234,46
2025-07-09,200051,222,40
2025-07-09,200137,175,178
2025-07-09,200084,112,97
2025-07-09,200126,37,65
2025-07-09,200239,139,59
2025-07-09,200222,221,78
2025-07-09,200095,178,166
2025-07-09,200238,70,160
2025-07-09,200096,184,80
2025-07-09,200134,76,143
2025-07-09,200087,216,126
2025-07-09,200186,182,48
2025-07-09,200092,39,84
2025-07-09,200049,206,150
2025-07-09,200229,144,43
2025-07-09,200181,16,89
2025-07-09,200037,130,144
2025-07-09,200174,194,131
2025-07-09,200119,84,174
2025-07-09,200046,147,70
2025-07-09,200122,31,159
2025-07-09,200109,115,131
2025-07-09,200153,76,125
2025-07-09,200097,131,155
2025-07-09,200054,243,161
2025-07-09,200071,175,125
2025-07-09,200093,118,149
2025-07-09,200215,101,57
2025-07-09,200036,55,167
2025-07-09,200157,9,38
2025-07-09,200180,248,153
2025-07-09,200243,198,52
2025-07-09,200171,79,148
2025-07-09,200228,100,65
2025-07-09,200053,1,125
2025-07-09,200052,200,169
2025-07-09,200169,146,153
2025-07-09,200104,55,151
2025-07-09,200140,108,132
2025-07-09,200040,85,35
2025-07-09,200168,71,23
2025-07-09,200182,187,108
2025-07-09,200023,91,174
2025-07-09,200210,21,107
2025-07-09,200091,249,170
2025-07-09,200014,86,167
2025-07-09,200033,164,105
2025-07-09,200111,94,59
2025-07-09,200003,164,138
2025-07-09,200188,216,121
2025-07-09,200121,166,98
2025-07-09,200028,140,60
2025-07-09,200064,99,110
2025-07-09,200031,192,50
2025-07-09,200047,36,167
2025-07-09,200024,153,178
2025-07-09,200131,87,114
2025-07-09,200075,218,33
2025-07-09,200173,50,177
2025-07-09,200136,81,38
2025-07-09,200112,115,28
2025-07-09,200045,59,166
2025-07-09,200183,207,167
2025-07-09,200191,127,89
2025-07-16,200107,73,137
2025-07-16,200057,209,152
2025-07-16,200209,4,31
2025-07-16,200077,121,130
2025-07-16,200217,237,50
2025-07-16,200041,242,108
2025-07-16,200215,239,59
2025-07-16,200029,209,71
2025-07-16,200169,22,120
2025-07-16,200083,32,49
2025-07-16,200152,114,49
2025-07-16,200058,179,24
2025-07-16,200148,237,158
2025-07-16,200025,13,99
2025-07-16,200024,108,96
2025-07-16,200155,208,157
2025-07-16,200069,61,60
2025-07-16,200151,241,104
2025-07-16,200098,149,99
2025-07-16,200102,228,92
2025-07-16,200230,0,73
2025-07-16,200072,115,154
2025-07-16,200116,144,80
2025-07-16,200113,13,159
2025-07-16,200237,223,66
2025-07-16,200050,221,58
2025-07-16,200006,103,154
2025-07-16,200007,69,156
2025-07-16,200134,0,159
2025-07-16,200138,212,178
2025-07-16,200059,149,86
2025-07-16,200202,182,141
2025-07-16,200094,15,161
2025-07-16,200037,1,126
2025-07-16,200234,240,155
2025-07-16,200092,60,127
2025-07-16,200141,163,102
2025-07-16,200066,84,106
2025-07-16,200137,155,41
2025-07-16,200071,235,144
2025-07-16,200112,65,22
2025-07-16,200080,32,55
2025-07-16,200145,31,48
