return_id,order_id,product_id,return_ts,reason,refund_amount
9001394,5059331,200178,2026-06-12,not_as_described,1903.88
9001395,5039535,200030,2026-02-15,changed_mind,5970.71
9001396,5054417,200111,2025-07-06,defect,22632.21
9001397,5014189,200028,2025-10-20,changed_mind,9012.14
9001398,5057080,200009,2025-07-13,defect,11996.04
9001399,5049258,200178,2026-06-06,defect,3744.99
9001400,5006193,200064,2026-02-09,wrong_size,1664.66
9001401,5015303,200142,2026-03-20,damaged_delivery,3338.95
9001402,5000293,200136,2025-12-20,damaged_delivery,668.62
9001403,5027231,200070,2025-05-08,damaged_delivery,2126.81
9001404,5036670,200141,2025-08-02,changed_mind,1272.87
9001405,5053893,200178,2025-06-04,not_as_described,1739.22
9001406,5038051,200227,2025-05-09,defect,1384.03
9001407,5031019,200109,2025-09-10,not_as_described,5185.48
9001408,5015498,200013,2025-07-21,not_as_described,9554.05
9001409,5018918,200154,2025-04-13,changed_mind,1009.35
9001410,5032837,200165,2026-05-17,damaged_delivery,4963.37
9001411,5043704,200202,2025-09-10,changed_mind,1851.22
9001412,5002208,200222,2025-10-30,wrong_size,2560.08
9001413,5023149,200027,2025-01-23,not_as_described,3664.04
9001414,5004932,200120,2025-12-19,not_as_described,7321.33
9001415,5009518,200175,2025-11-12,wrong_size,1912.35
9001416,5019654,200064,2026-01-19,defect,1208.84
9001417,5041042,200172,2026-03-18,wrong_size,4803.62
9001418,5040272,200239,2025-09-12,defect,5159.68
9001419,5037021,200134,2025-03-13,changed_mind,1864.69
9001420,5030190,200225,2026-01-01,wrong_size,18004.99
9001421,5044215,200171,2026-06-22,changed_mind,3636.05
9001422,5038346,200222,2026-05-11,wrong_size,2201.81
9001423,5004215,200247,2025-11-28,damaged_delivery,10502.95
9001424,5013175,200019,2025-12-01,changed_mind,5756.67
9001425,5032003,200105,2026-04-13,damaged_delivery,1415.75
9001426,5025114,200023,2026-05-01,changed_mind,1195.69
9001427,5008619,200022,2026-02-13,damaged_delivery,2857.73
9001428,5003244,200215,2025-10-18,defect,2122.61
9001429,5037477,200003,2025-09-28,wrong_size,14707.4
9001430,5038837,200177,2025-03-16,defect,2099.94
9001431,5058287,200052,2025-12-08,changed_mind,2380.7
9001432,5001450,200159,2026-02-17,changed_mind,2300.76
9001433,5044224,200204,2025-02-11,not_as_described,1062.58
9001434,5004552,200224,2026-06-10,damaged_delivery,1203.07
9001435,5030877,200176,2025-08-06,not_as_described,3723.77
9001436,5043740,200019,2026-02-03,defect,10670.12
9001437,5022798,200199,2026-05-13,not_as_described,4120.01
9001438,5016999,200160,2026-06-10,damaged_delivery,2535.17
9001439,5003388,200096,2026-02-09,changed_mind,2491.21
9001440,5026379,200110,2025-03-07,wrong_size,1451.06
9001441,5037692,200188,2026-01-29,not_as_described,1449.75
9001442,5040941,200056,2025-05-16,changed_mind,2323.37
9001443,5050069,200001,2025-07-02,not_as_described,4825.88
9001444,5037872,200102,2025-04-30,changed_mind,10148.55
9001445,5017253,200059,2025-10-31,changed_mind,2284.35
9001446,5034740,200209,2025-08-29,damaged_delivery,2005.87
9001447,5045890,200024,2025-09-12,damaged_delivery,5022.38
9001448,5003574,200185,2025-09-19,wrong_size,2810.44
9001449,5041173,200071,2025-02-19,not_as_described,3499.34
9001450,5053682,200228,2025-07-09,changed_mind,2090.37
9001451,5021504,200066,2026-04-29,changed_mind,1954.96
9001452,5046241,200031,2026-05-12,changed_mind,2516.98
9001453,5032661,200116,2025-06-18,wrong_size,1559.85
9001454,5031330,200080,2025-05-30,not_as_described,4240.76
9001455,5023468,200225,2025-12-31,damaged_delivery,6256.46
9001456,5006972,200192,2025-03-07,damaged_delivery,2392.33
9001457,5013574,200140,2025-08-07,not_as_described,3321.56
9001458,5004640,200036,2025-03-15,not_as_described,1299.5
9001459,5001900,200011,2025-09-12,wrong_size,3747.94
9001460,5034834,200076,2025-03-25,changed_mind,2674.33
9001461,5000374,200177,2025-03-05,not_as_described,2451.49
9001462,5024818,200068,2025-04-05,wrong_size,4391.57
9001463,5022258,200224,2025-03-21,damaged_delivery,2333.5
9001464,5047851,200065,2025-11-24,changed_mind,3114.68
9001465,5050984,200016,2025-09-13,not_as_described,22600.15
9001466,5047263,200141,2025-03-16,changed_mind,1166.02
9001467,5027880,200137,2026-03-19,wrong_size,3180.69
9001468,5037089,200226,2025-11-08,defect,727.62
9001469,5048774,200120,2026-06-19,damaged_delivery,6016.26
9001470,5056166,200200,2025-05-11,changed_mind,6285.45
9001471,5009443,200079,2025-02-09,damaged_delivery,1303.6
9001472,5046240,200229,2026-01-12,wrong_size,7254.26
9001473,5007678,200019,2026-03-13,changed_mind,10062.04
9001474,5020777,200189,2025-05-17,not_as_described,4241.77
9001475,5058539,200185,2025-12-26,changed_mind,9488.27
9001476,5028944,200019,2026-03-25,changed_mind,15617.94
9001477,5037894,200205,2025-02-26,defect,32439.43
9001478,5000604,200155,2026-03-06,wrong_size,8711.33
9001479,5039033,200107,2025-03-24,not_as_described,1795.62
9001480,5014261,200063,2026-03-13,not_as_described,8422.74
9001481,5050812,200063,2025-03-17,damaged_delivery,10089.61
9001482,5039670,200156,2026-04-23,damaged_delivery,1748.63
9001483,5057562,200020,2025-01-25,damaged_delivery,2875.49
9001484,5023871,200098,2025-04-26,not_as_described,2144.07
9001485,5013379,200174,2025-08-25,changed_mind,5463.36
9001486,5051140,200240,2026-01-25,defect,1040.28
9001487,5018615,200070,2026-01-22,defect,6862.54
9001488,5021006,200119,2025-01-20,not_as_described,7243.48
9001489,5036943,200026,2026-01-11,damaged_delivery,2883.8
9001490,5007918,200178,2025-04-25,defect,4040.97
9001491,5012981,200005,2026-06-21,changed_mind,6970.22
9001492,5004731,200225,2025-06-11,changed_mind,13189.12
9001493,5001554,200013,2025-01-31,defect,3775.28
9001494,5047224,200102,2025-03-01,not_as_described,10053.16
9001495,5020799,200121,2025-01-31,changed_mind,1998.28
9001496,5013922,200112,2026-04-22,changed_mind,21210.97
9001497,5015477,200019,2026-02-28,defect,6943.39
9001498,5018393,200201,2025-04-21,damaged_delivery,898.82
9001499,5033978,200006,2025-03-22,wrong_size,2551.82
9001500,5017667,200013,2026-03-04,damaged_delivery,3172.74
9001501,5058187,200048,2025-02-28,defect,2190.25
9001502,5034042,200186,2026-05-14,not_as_described,674.26
9001503,5053472,200212,2026-01-09,changed_mind,16619.72
9001504,5002440,200173,2025-12-20,damaged_delivery,3000.25
9001505,5044227,200222,2026-02-18,defect,9370.0
9001506,5032395,200137,2026-01-10,wrong_size,1638.03
9001507,5044047,200091,2025-12-27,changed_mind,977.02
9001508,5056837,200216,2025-08-06,damaged_delivery,3186.7
9001509,5000927,200026,2025-06-12,damaged_delivery,6863.22
9001510,5016263,200164,2025-05-11,defect,1103.1
9001511,5048231,200149,2026-03-18,wrong_size,1183.05
9001512,5052971,200210,2026-05-27,damaged_delivery,3440.96
9001513,5040747,200210,2026-01-24,defect,6764.92
9001514,5011333,200179,2025-06-02,changed_mind,432.13
9001515,5014454,200049,2025-05-16,not_as_described,1161.24
9001516,5037016,200018,2025-05-30,wrong_size,711.96
9001517,5033955,200223,2025-06-21,damaged_delivery,10121.68
9001518,5018234,200190,2026-05-01,changed_mind,10423.59
9001519,5012941,200149,2025-04-24,wrong_size,4566.61
9001520,5029261,200151,2025-02-11,wrong_size,1075.47
9001521,5034464,200075,2025-05-22,damaged_delivery,2925.61
9001522,5041462,200133,2025-12-07,changed_mind,24387.32
9001523,5021403,200030,2026-05-10,damaged_delivery,3517.0
9001524,5018807,200095,2025-11-30,defect,2963.84
9001525,5027476,200138,2026-06-24,defect,3587.93
9001526,5026421,200009,2025-08-15,damaged_delivery,12482.03
9001527,5020616,200074,2026-02-03,defect,1796.89
9001528,5017131,200240,2026-03-16,damaged_delivery,1129.52
9001529,5021487,200089,2026-01-25,changed_mind,4101.35
9001530,5048166,200105,2026-06-04,damaged_delivery,1991.49
9001531,5013754,200014,2026-03-26,changed_mind,24925.61
9001532,5027188,200176,2025-03-20,wrong_size,1859.89
9001533,5005159,200060,2025-06-04,damaged_delivery,3389.2
9001534,5059378,200203,2026-05-11,damaged_delivery,1173.76
9001535,5028670,200184,2026-04-13,not_as_described,7628.52
9001536,5013252,200218,2025-12-22,changed_mind,1910.21
9001537,5041064,200175,2026-04-16,wrong_size,1928.8
9001538,5036374,200217,2025-12-20,defect,3279.74
9001539,5013174,200155,2025-11-26,changed_mind,27618.85
9001540,5028630,200062,2026-03-26,wrong_size,1386.61
9001541,5051558,200084,2026-04-11,not_as_described,3804.49
9001542,5037006,200182,2025-07-29,defect,4228.92
9001543,5034531,200131,2025-09-03,not_as_described,2524.35
9001544,5000130,200133,2025-02-09,defect,24261.71
9001545,5023093,200044,2025-09-22,damaged_delivery,4010.1
9001546,5010686,200022,2025-10-23,not_as_described,3197.64
9001547,5025969,200058,2025-02-02,damaged_delivery,6690.06
9001548,5052220,200093,2026-02-14,not_as_described,6442.29
9001549,5003711,200053,2025-04-12,defect,4904.63
9001550,5049404,200002,2025-04-09,damaged_delivery,819.38
9001551,5050436,200192,2025-08-01,not_as_described,2761.52
9001552,5029628,200161,2025-12-30,defect,7472.2
9001553,5024595,200154,2025-02-28,damaged_delivery,2004.83
9001554,5039385,200210,2026-01-13,damaged_delivery,2257.95
9001555,5056934,200230,2026-04-21,defect,1500.31
9001556,5003448,200002,2025-04-06,not_as_described,843.15
9001557,5000596,200122,2025-06-09,not_as_described,2114.12
9001558,5055805,200047,2026-03-09,wrong_size,6030.76
9001559,5027130,200229,2026-01-18,changed_mind,3602.68
9001560,5009580,200178,2025-02-13,defect,4566.54
9001561,5052650,200036,2025-07-16,not_as_described,2371.24
9001562,5043781,200122,2025-01-18,defect,2600.46
9001563,5031790,200246,2026-02-09,not_as_described,593.52
9001564,5022820,200171,2025-07-09,wrong_size,7128.82
9001565,5016842,200171,2025-07-26,defect,6884.82
9001566,5038554,200019,2025-12-20,changed_mind,5811.35
9001567,5058860,200122,2025-12-09,not_as_described,7517.48
9001568,5040156,200090,2025-07-21,damaged_delivery,10848.07
9001569,5012125,200179,2025-10-15,changed_mind,448.87
9001570,5033562,200069,2025-02-10,changed_mind,1943.42
9001571,5039127,200200,2025-03-29,defect,6467.48
9001572,5043850,200232,2026-03-04,wrong_size,1762.8
9001573,5024077,200118,2025-11-26,damaged_delivery,659.53
9001574,5057104,200122,2025-10-15,not_as_described,2826.79
9001575,5047386,200160,2025-03-13,changed_mind,1253.2
9001576,5052978,200141,2025-05-18,damaged_delivery,1063.21
9001577,5055474,200206,2026-01-12,damaged_delivery,1401.0
9001578,5023462,200245,2026-04-01,not_as_described,1314.31
9001579,5059471,200148,2025-02-10,wrong_size,1662.34
9001580,5006863,200004,2026-02-11,damaged_delivery,673.17
9001581,5018436,200224,2025-07-04,defect,3018.45
9001582,5052870,200131,2025-10-18,not_as_described,7509.42
9001583,5006006,200222,2025-04-13,defect,2172.6
9001584,5009189,200118,2025-04-08,wrong_size,523.88
9001585,5023648,200198,2025-07-02,changed_mind,4081.49
9001586,5051691,200154,2025-10-22,changed_mind,3776.23
9001587,5022966,200172,2026-02-03,defect,4675.74
9001588,5003735,200034,2026-04-22,wrong_size,5095.75
9001589,5042821,200124,2025-08-31,not_as_described,2101.8
9001590,5000574,200172,2026-01-11,damaged_delivery,4681.74
9001591,5012675,200137,2026-06-17,wrong_size,3431.74
9001592,5046937,200100,2026-04-11,defect,1589.73
9001593,5016888,200139,2025-03-17,defect,4184.43
9001594,5000160,200156,2025-09-23,damaged_delivery,866.59
9001595,5040039,200246,2025-04-11,changed_mind,1151.73
9001596,5034458,200036,2025-07-10,not_as_described,2296.58
9001597,5005260,200026,2026-03-09,not_as_described,4256.35
9001598,5055268,200068,2025-03-17,changed_mind,1504.14
9001599,5015810,200105,2025-05-10,not_as_described,909.93
9001600,5049763,200230,2025-04-21,not_as_described,3169.9
9001601,5049529,200245,2026-03-26,changed_mind,908.3
9001602,5021635,200117,2025-06-07,not_as_described,706.73
9001603,5048484,200089,2025-03-03,wrong_size,2108.46
9001604,5005989,200075,2026-02-01,not_as_described,1491.45
9001605,5025126,200130,2025-08-18,changed_mind,12301.63
9001606,5046133,200009,2025-04-15,damaged_delivery,3665.24
9001607,5038318,200167,2025-09-08,changed_mind,1266.91
9001608,5028131,200069,2026-02-19,wrong_size,2120.56
9001609,5030192,200010,2026-05-31,defect,3304.38
9001610,5048005,200219,2025-03-01,changed_mind,8008.69
9001611,5016672,200237,2025-02-21,wrong_size,12264.28
9001612,5054619,200129,2025-11-26,damaged_delivery,5333.58
9001613,5015106,200012,2025-03-12,changed_mind,2709.59
9001614,5008233,200153,2025-01-21,damaged_delivery,2112.92
9001615,5015329,200135,2025-05-20,not_as_described,3561.28
9001616,5056606,200167,2025-11-20,changed_mind,2084.5
9001617,5009294,200206,2025-09-02,not_as_described,671.6
9001618,5023849,200230,2025-12-01,changed_mind,1700.54
9001619,5019991,200247,2026-03-23,damaged_delivery,4258.61
9001620,5027822,200201,2026-01-01,changed_mind,2822.89
9001621,5038809,200107,2025-12-15,changed_mind,1871.56
9001622,5052038,200030,2025-03-20,damaged_delivery,2052.41
9001623,5009344,200105,2025-04-04,wrong_size,1979.35
9001624,5011840,200150,2026-02-05,wrong_size,6338.2
9001625,5010295,200024,2025-12-26,damaged_delivery,3897.68
9001626,5056455,200106,2026-04-02,defect,1869.59
9001627,5029292,200003,2025-09-07,defect,18276.67
9001628,5011142,200245,2026-06-16,damaged_delivery,1154.9
9001629,5000628,200187,2026-01-08,wrong_size,11926.51
9001630,5059568,200024,2026-05-20,not_as_described,5335.83
9001631,5009100,200243,2026-04-03,changed_mind,1238.78
9001632,5025570,200011,2025-11-28,changed_mind,4234.18
9001633,5003728,200080,2026-04-30,wrong_size,2999.91
9001634,5029918,200035,2026-01-06,not_as_described,2547.57
9001635,5057209,200188,2025-12-08,not_as_described,1497.38
9001636,5035004,200124,2025-05-02,not_as_described,2616.5
9001637,5015490,200229,2025-12-22,defect,11757.43
9001638,5037755,200126,2025-04-09,wrong_size,1356.02
9001639,5059091,200020,2025-06-18,damaged_delivery,5281.16
9001640,5009108,200040,2026-05-05,not_as_described,403.6
9001641,5017282,200107,2025-12-03,defect,2159.2
9001642,5021280,200048,2025-05-08,changed_mind,3693.8
9001643,5022851,200097,2025-09-13,damaged_delivery,4070.68
9001644,5047933,200155,2026-05-18,changed_mind,25361.43
9001645,5059032,200094,2026-03-28,changed_mind,1690.81
9001646,5053263,200231,2025-01-15,not_as_described,899.39
9001647,5047061,200078,2026-06-27,not_as_described,8910.46
9001648,5057266,200246,2025-04-09,defect,1045.73
9001649,5033802,200133,2026-06-04,changed_mind,22193.01
9001650,5018418,200182,2025-11-12,changed_mind,4707.46
9001651,5044964,200042,2025-01-11,not_as_described,6469.14
9001652,5020028,200129,2025-09-24,changed_mind,6215.8
9001653,5050497,200037,2025-02-16,wrong_size,2354.64
9001654,5036750,200056,2025-04-13,changed_mind,653.03
9001655,5024663,200195,2026-06-26,damaged_delivery,36296.78
9001656,5021843,200184,2026-01-29,damaged_delivery,2268.24
9001657,5037773,200071,2026-02-04,changed_mind,5953.43
9001658,5041799,200209,2025-01-28,wrong_size,6854.14
9001659,5048904,200221,2026-01-12,not_as_described,2650.05
9001660,5026362,200119,2025-07-03,damaged_delivery,4408.86
9001661,5020194,200093,2025-08-04,defect,2519.17
9001662,5046335,200098,2026-05-21,damaged_delivery,3230.7
9001663,5053365,200047,2026-01-26,not_as_described,11584.99
9001664,5036023,200182,2025-07-12,damaged_delivery,2026.04
9001665,5028878,200233,2025-06-28,not_as_described,3213.66
9001666,5043987,200186,2025-04-22,changed_mind,2170.94
9001667,5018025,200017,2025-03-29,not_as_described,6882.89
9001668,5025709,200150,2025-01-21,wrong_size,4200.32
9001669,5002322,200174,2026-04-10,damaged_delivery,5550.73
9001670,5004660,200067,2025-04-04,defect,4165.23
9001671,5011462,200011,2026-02-05,changed_mind,10102.55
9001672,5023316,200247,2025-05-16,changed_mind,7752.84
9001673,5034098,200209,2026-04-05,defect,2581.62
9001674,5013111,200242,2025-02-26,changed_mind,2356.76
9001675,5017468,200213,2025-08-29,changed_mind,1751.84
9001676,5017204,200247,2025-12-30,changed_mind,4452.45
9001677,5056049,200134,2025-07-11,damaged_delivery,1105.58
9001678,5013392,200017,2025-03-01,changed_mind,6801.77
9001679,5046943,200036,2025-11-12,not_as_described,718.41
9001680,5004177,200244,2025-11-09,wrong_size,1441.26
9001681,5030092,200040,2025-06-29,not_as_described,486.46
9001682,5011109,200156,2025-10-29,changed_mind,2085.63
9001683,5016128,200136,2026-03-01,not_as_described,600.84
9001684,5001888,200228,2025-08-12,not_as_described,4479.6
9001685,5056560,200028,2025-08-13,wrong_size,13845.0
9001686,5059815,200140,2026-04-17,changed_mind,7298.95
9001687,5029627,200113,2025-08-26,changed_mind,1748.17
9001688,5016539,200010,2025-11-26,wrong_size,3544.13
9001689,5008708,200111,2026-02-07,defect,14864.7
9001690,5029108,200177,2026-02-10,not_as_described,2369.47
9001691,5003838,200161,2026-01-18,wrong_size,5474.44
9001692,5004566,200049,2025-02-22,changed_mind,1169.81
9001693,5039612,200075,2025-06-23,wrong_size,1308.92
9001694,5014699,200066,2026-05-26,not_as_described,2012.29
9001695,5011399,200158,2025-08-06,not_as_described,3332.82
9001696,5050033,200166,2026-05-07,changed_mind,8154.29
9001697,5048641,200107,2025-10-06,not_as_described,3917.04
9001698,5037321,200111,2025-12-01,wrong_size,9506.48
9001699,5008788,200233,2025-12-17,defect,6767.04
9001700,5040556,200012,2025-06-29,damaged_delivery,2438.86
9001701,5031463,200142,2026-04-07,defect,2631.32
9001702,5049190,200018,2025-09-12,not_as_described,914.73
9001703,5031858,200019,2025-10-05,wrong_size,9700.29
9001704,5027183,200137,2025-12-16,wrong_size,4662.55
9001705,5026223,200027,2025-11-26,changed_mind,1644.74
9001706,5018205,200067,2026-01-18,not_as_described,9685.34
9001707,5016897,200192,2025-02-12,defect,4104.45
9001708,5003956,200229,2025-02-19,damaged_delivery,4060.49
9001709,5005486,200031,2025-12-11,not_as_described,1026.05
9001710,5055820,200232,2026-05-21,not_as_described,3687.5
9001711,5004037,200247,2026-02-24,changed_mind,4404.21
9001712,5020722,200152,2025-12-13,damaged_delivery,9955.92
9001713,5027362,200013,2025-09-10,not_as_described,7818.41
9001714,5050903,200044,2025-07-09,wrong_size,1832.76
9001715,5054987,200236,2025-03-20,wrong_size,3473.45
9001716,5045567,200109,2025-01-12,wrong_size,6748.07
9001717,5012335,200140,2025-11-11,damaged_delivery,6838.31
9001718,5002544,200240,2026-04-12,not_as_described,1234.77
9001719,5014673,200103,2025-05-24,damaged_delivery,1249.38
9001720,5052022,200198,2026-03-19,defect,4329.4
9001721,5043978,200204,2025-08-24,wrong_size,777.57
9001722,5034085,200231,2026-04-24,changed_mind,1147.19
9001723,5021851,200146,2025-07-22,changed_mind,8439.07
9001724,5018830,200180,2026-04-14,changed_mind,2383.79
9001725,5020135,200047,2025-08-30,changed_mind,11501.81
9001726,5044113,200097,2026-02-04,wrong_size,3352.09
9001727,5024798,200012,2025-11-15,damaged_delivery,2351.98
9001728,5041239,200118,2025-10-23,defect,576.11
9001729,5058397,200207,2025-07-14,defect,3491.33
9001730,5054302,200083,2026-02-05,changed_mind,2888.37
9001731,5048442,200160,2025-06-26,defect,1056.29
9001732,5057280,200019,2025-12-15,defect,9964.69
9001733,5045748,200162,2026-04-01,changed_mind,2070.73
9001734,5027256,200209,2025-11-08,changed_mind,7290.01
9001735,5045140,200239,2025-05-14,not_as_described,1679.37
9001736,5032528,200219,2025-07-20,not_as_described,1780.45
9001737,5002988,200060,2025-10-23,not_as_described,2990.16
9001738,5042727,200087,2025-10-27,wrong_size,2883.98
9001739,5020939,200003,2025-12-13,not_as_described,9571.05
9001740,5009190,200216,2025-06-05,damaged_delivery,6260.71
9001741,5030495,200070,2025-04-10,changed_mind,1956.55
9001742,5044032,200138,2026-02-13,changed_mind,12428.35
9001743,5032642,200241,2025-04-12,changed_mind,1841.36
9001744,5014797,200058,2026-02-24,not_as_described,7153.9
9001745,5030212,200007,2025-05-06,defect,1554.85
9001746,5022945,200101,2025-03-16,defect,1491.3
9001747,5048555,200086,2025-04-10,not_as_described,15997.28
9001748,5021283,200123,2025-11-02,wrong_size,5541.9
9001749,5023379,200124,2025-05-17,not_as_described,2786.33
9001750,5047438,200062,2026-01-26,damaged_delivery,3186.33
9001751,5013965,200118,2025-05-06,wrong_size,1648.0
9001752,5028137,200151,2026-05-23,changed_mind,1293.22
9001753,5013675,200066,2025-02-09,changed_mind,1070.57
9001754,5012666,200246,2025-04-26,changed_mind,518.33
9001755,5022173,200215,2025-02-26,defect,4994.65
9001756,5055401,200047,2025-05-03,defect,6074.88
9001757,5035176,200063,2025-02-13,changed_mind,7874.24
9001758,5002920,200066,2026-05-15,changed_mind,1070.51
9001759,5008403,200016,2026-01-04,changed_mind,6686.01
9001760,5047334,200133,2025-09-16,defect,47957.32
9001761,5001671,200215,2025-01-15,changed_mind,2503.53
9001762,5031398,200104,2025-09-11,defect,1287.25
9001763,5031304,200161,2025-12-13,changed_mind,2984.71
9001764,5053717,200056,2025-10-04,changed_mind,1323.59
9001765,5025544,200216,2025-01-11,changed_mind,1829.61
9001766,5024542,200199,2026-06-29,changed_mind,2087.89
9001767,5011074,200053,2025-01-16,not_as_described,4430.94
9001768,5053777,200013,2025-12-25,wrong_size,9680.82
9001769,5033246,200023,2025-03-31,wrong_size,1387.55
9001770,5013288,200100,2025-09-04,wrong_size,1552.95
9001771,5046761,200151,2025-12-22,damaged_delivery,2223.11
9001772,5023759,200120,2025-08-27,changed_mind,3815.56
9001773,5030728,200092,2025-02-21,wrong_size,2048.2
9001774,5056946,200083,2025-08-15,not_as_described,1478.28
9001775,5015259,200132,2025-09-01,damaged_delivery,642.67
9001776,5011314,200207,2025-08-08,wrong_size,2025.08
9001777,5001537,200034,2025-09-02,wrong_size,2425.34
9001778,5045265,200103,2026-01-20,defect,3501.81
9001779,5008481,200064,2025-02-09,defect,1746.77
9001780,5007198,200117,2025-06-28,damaged_delivery,1265.58
9001781,5035397,200200,2025-08-16,wrong_size,5809.02
9001782,5007103,200053,2025-03-30,wrong_size,4865.67
9001783,5031004,200149,2025-06-19,defect,2419.29
9001784,5000351,200212,2025-06-29,changed_mind,5946.9
9001785,5057228,200129,2025-07-01,wrong_size,5431.97
9001786,5050397,200193,2025-08-01,not_as_described,1306.65
9001787,5057710,200105,2025-11-28,not_as_described,1828.63
9001788,5001137,200154,2025-11-12,damaged_delivery,1244.23
9001789,5019444,200084,2025-04-05,wrong_size,1360.66
9001790,5028134,200198,2026-01-07,not_as_described,3098.02
9001791,5041928,200105,2025-09-22,defect,887.99
9001792,5056462,200244,2026-04-10,defect,1329.38
9001793,5036322,200102,2025-01-18,not_as_described,2727.65
9001794,5022099,200026,2025-02-09,not_as_described,6064.76
9001795,5041010,200192,2026-03-04,damaged_delivery,4855.44
9001796,5008919,200193,2025-01-23,wrong_size,1140.46
9001797,5040127,200024,2025-07-20,not_as_described,3382.58
9001798,5039965,200196,2025-01-15,wrong_size,4634.01
9001799,5052093,200147,2025-11-10,changed_mind,683.39
9001800,5019159,200148,2026-06-13,defect,1814.16
9001801,5042684,200195,2025-03-10,not_as_described,43944.64
9001802,5011252,200232,2025-10-07,wrong_size,3484.5
9001803,5042391,200003,2025-02-03,defect,8838.54
9001804,5041518,200098,2026-04-14,damaged_delivery,2275.14
9001805,5039525,200099,2025-12-13,changed_mind,3069.61
9001806,5051469,200003,2026-05-24,wrong_size,8167.02
9001807,5040244,200244,2025-05-24,damaged_delivery,1798.24
9001808,5028936,200070,2025-12-27,wrong_size,2631.87
9001809,5050065,200011,2025-04-16,changed_mind,7235.73
9001810,5008596,200116,2026-03-26,defect,717.99
9001811,5056840,200160,2026-01-04,wrong_size,1933.83
9001812,5000625,200190,2026-03-05,damaged_delivery,4984.01
9001813,5047613,200072,2026-05-30,not_as_described,1495.37
9001814,5023362,200042,2025-01-21,not_as_described,9099.42
9001815,5016157,200036,2025-10-17,wrong_size,2247.73
9001816,5003743,200062,2025-12-16,changed_mind,1314.7
9001817,5010268,200043,2025-10-09,changed_mind,6590.57
9001818,5017482,200041,2026-02-22,changed_mind,915.65
9001819,5051154,200042,2026-04-14,wrong_size,5498.78
9001820,5048221,200127,2025-11-23,changed_mind,13824.93
9001821,5009996,200049,2025-07-20,not_as_described,1229.62
9001822,5050507,200138,2026-05-27,wrong_size,4257.02
9001823,5051533,200192,2025-03-13,changed_mind,1840.01
9001824,5013983,200228,2025-07-23,damaged_delivery,2404.26
9001825,5020976,200051,2026-02-11,not_as_described,2819.18
9001826,5027602,200124,2025-04-24,changed_mind,5644.88
9001827,5008433,200066,2025-02-02,not_as_described,1137.27
9001828,5031141,200070,2025-02-26,damaged_delivery,2251.01
9001829,5028750,200190,2025-02-15,wrong_size,3839.48
9001830,5028088,200147,2025-08-19,changed_mind,1416.34
9001831,5054811,200142,2025-10-06,damaged_delivery,4257.7
9001832,5018981,200193,2025-03-14,damaged_delivery,1410.54
9001833,5020277,200210,2025-04-17,changed_mind,2124.58
9001834,5053991,200223,2025-12-09,not_as_described,4986.6
9001835,5031481,200227,2025-01-13,defect,2806.16
9001836,5038437,200208,2025-02-03,changed_mind,1340.25
9001837,5054426,200074,2025-05-27,wrong_size,6246.79
9001838,5022848,200053,2025-10-24,defect,3476.21
9001839,5047110,200241,2026-03-10,changed_mind,2265.14
9001840,5034265,200127,2026-01-13,not_as_described,6261.13
9001841,5050936,200130,2025-04-22,changed_mind,13384.39
9001842,5006566,200211,2025-05-21,defect,6524.0
9001843,5022280,200139,2025-10-19,changed_mind,3806.77
9001844,5022209,200134,2025-08-18,changed_mind,2087.96
9001845,5017156,200163,2025-01-19,not_as_described,4868.75
9001846,5007950,200174,2025-05-24,not_as_described,4672.08
9001847,5038171,200160,2025-10-14,changed_mind,3336.08
9001848,5010699,200156,2025-12-22,wrong_size,734.39
9001849,5051317,200231,2025-05-05,defect,493.52
9001850,5055827,200233,2025-10-25,defect,9754.12
9001851,5045223,200190,2025-09-27,changed_mind,16335.17
9001852,5030018,200021,2025-08-11,damaged_delivery,8047.13
9001853,5057240,200074,2025-10-30,wrong_size,2540.7
9001854,5011767,200013,2025-10-03,wrong_size,7429.98
9001855,5013578,200114,2025-03-28,damaged_delivery,61323.98
9001856,5023944,200107,2026-04-11,damaged_delivery,4422.58
9001857,5045092,200127,2025-04-28,wrong_size,5660.4
9001858,5018796,200052,2026-02-14,damaged_delivery,1687.24
9001859,5054170,200124,2025-04-15,changed_mind,2707.75
9001860,5016208,200201,2025-10-22,damaged_delivery,2603.02
9001861,5054468,200111,2025-02-04,not_as_described,6019.92
9001862,5025192,200206,2025-09-04,changed_mind,815.21
9001863,5001150,200134,2025-12-18,not_as_described,3140.53
9001864,5004567,200084,2026-05-22,not_as_described,2451.68
9001865,5004763,200203,2025-04-23,damaged_delivery,725.51
9001866,5009608,200029,2026-06-03,changed_mind,14181.59
9001867,5056002,200177,2025-12-18,changed_mind,2465.42
9001868,5046376,200136,2026-06-05,not_as_described,561.16
9001869,5050769,200119,2025-03-05,damaged_delivery,2443.45
9001870,5050010,200226,2026-02-13,changed_mind,2783.6
9001871,5016149,200115,2025-10-08,damaged_delivery,3037.05
9001872,5031698,200064,2025-04-07,wrong_size,1350.66
9001873,5018662,200245,2025-06-04,changed_mind,1014.24
9001874,5048934,200225,2025-08-29,damaged_delivery,6687.35
9001875,5020860,200193,2026-06-04,changed_mind,1699.78
9001876,5022013,200071,2025-04-14,defect,5628.36
9001877,5031874,200124,2025-08-09,damaged_delivery,6154.3
