ticket_id,customer_id,created_at,category,priority,status,resolution_hours
8002694,107924,2025-09-04 08:47:00,payment,low,closed,10.8
8002695,101320,2025-10-23 23:29:00,return,urgent,resolved,4.7
8002696,100061,2025-05-01 17:20:00,account,normal,in_progress,
8002697,107622,2025-04-09 09:57:00,product,normal,resolved,4.0
8002698,104124,2025-06-17 19:48:00,return,low,resolved,10.1
8002699,107042,2025-03-12 03:11:00,product,normal,resolved,4.4
8002700,103189,2026-01-19 22:14:00,return,normal,resolved,5.0
8002701,103494,2026-04-22 23:39:00,account,urgent,resolved,20.2
8002702,107476,2025-08-11 06:59:00,payment,normal,closed,5.8
8002703,100848,2026-02-16 18:15:00,delivery,normal,closed,7.0
8002704,104969,2025-05-13 20:28:00,delivery,low,resolved,44.3
8002705,103729,2025-09-10 18:21:00,product,high,resolved,10.4
8002706,105757,2026-06-20 01:33:00,account,low,closed,11.9
8002707,107719,2025-05-13 15:05:00,return,high,closed,5.1
8002708,100006,2026-06-18 03:15:00,account,high,closed,7.5
8002709,102450,2026-05-02 05:51:00,account,low,in_progress,
8002710,109886,2025-10-14 12:27:00,product,low,resolved,10.6
8002711,103303,2026-06-18 14:20:00,return,normal,resolved,3.8
8002712,101249,2025-12-05 17:44:00,return,low,resolved,2.7
8002713,101924,2025-12-30 02:41:00,delivery,normal,closed,10.8
8002714,109218,2025-05-11 21:05:00,account,low,resolved,2.7
8002715,103053,2026-05-31 23:53:00,account,normal,resolved,12.3
8002716,100354,2025-12-12 15:41:00,delivery,normal,in_progress,
8002717,104988,2026-03-31 16:12:00,account,low,closed,25.2
8002718,103176,2026-01-24 11:39:00,payment,normal,resolved,11.0
8002719,105073,2025-02-04 08:07:00,account,normal,in_progress,
8002720,109597,2025-08-25 00:54:00,delivery,normal,closed,12.8
8002721,106792,2025-08-04 06:26:00,delivery,low,resolved,21.1
8002722,100665,2025-02-28 09:27:00,payment,low,closed,11.8
8002723,108713,2026-03-05 09:52:00,payment,normal,resolved,51.2
8002724,108841,2026-02-13 16:02:00,return,low,resolved,4.3
8002725,105207,2025-07-20 13:51:00,delivery,low,open,
8002726,102790,2026-02-03 01:38:00,return,normal,resolved,10.5
8002727,100049,2026-05-29 23:57:00,return,low,resolved,13.1
8002728,104506,2025-09-26 15:48:00,account,normal,closed,10.8
8002729,103599,2026-05-04 15:53:00,delivery,normal,open,
8002730,100179,2026-03-17 09:35:00,payment,normal,resolved,10.8
8002731,109634,2026-05-02 17:53:00,account,high,resolved,14.0
8002732,104642,2025-01-26 18:46:00,return,high,closed,2.1
8002733,100285,2025-12-18 11:28:00,return,normal,resolved,0.9
8002734,109414,2025-01-24 17:20:00,payment,normal,closed,24.2
8002735,100259,2026-03-28 13:00:00,return,high,closed,26.7
8002736,102213,2025-02-05 12:28:00,delivery,normal,open,
8002737,100092,2025-04-05 12:22:00,payment,normal,closed,6.0
8002738,109953,2025-02-10 05:29:00,delivery,normal,closed,6.9
8002739,103150,2025-11-23 20:18:00,payment,normal,open,
8002740,105689,2025-04-24 13:27:00,return,low,closed,2.4
8002741,100278,2025-07-22 11:54:00,delivery,high,open,
8002742,109600,2025-03-10 12:43:00,product,low,resolved,11.5
8002743,103776,2026-06-15 05:32:00,product,low,closed,6.1
8002744,108687,2025-11-28 02:09:00,product,low,resolved,13.6
8002745,106477,2025-05-25 07:31:00,return,low,resolved,13.1
8002746,107455,2025-07-09 13:23:00,account,high,closed,16.2
8002747,107777,2025-07-11 16:13:00,product,normal,resolved,12.5
8002748,109359,2025-08-31 23:58:00,payment,low,resolved,6.4
8002749,103134,2026-01-25 02:52:00,product,low,closed,10.6
8002750,105587,2025-09-18 17:22:00,payment,low,resolved,4.8
8002751,105468,2026-06-17 23:12:00,delivery,high,in_progress,
8002752,105203,2026-02-06 03:45:00,return,low,resolved,18.6
8002753,109165,2025-10-11 10:34:00,return,high,closed,10.2
8002754,109115,2025-04-30 00:29:00,account,normal,resolved,6.1
8002755,109250,2025-03-09 22:36:00,return,low,closed,4.9
8002756,104930,2025-02-23 12:03:00,delivery,low,closed,6.7
8002757,105240,2025-07-31 02:51:00,return,normal,closed,11.1
8002758,105545,2026-01-30 21:01:00,account,normal,in_progress,
8002759,107708,2026-04-18 16:57:00,payment,normal,closed,18.2
8002760,106485,2025-02-17 20:59:00,return,normal,resolved,17.2
8002761,106150,2025-12-03 09:51:00,product,low,closed,20.8
8002762,105675,2025-06-04 11:44:00,product,normal,resolved,5.1
8002763,103311,2025-09-22 10:46:00,account,high,closed,17.4
8002764,101199,2025-12-21 17:48:00,return,high,open,
8002765,101170,2025-02-06 00:22:00,delivery,normal,resolved,15.6
8002766,104351,2025-11-10 22:46:00,account,normal,resolved,5.0
8002767,103072,2026-05-18 15:37:00,return,high,open,
8002768,101570,2025-10-15 22:02:00,account,high,closed,14.7
8002769,104259,2025-04-20 16:33:00,delivery,normal,closed,9.3
8002770,106888,2025-01-03 09:01:00,payment,low,in_progress,
8002771,105881,2026-03-31 11:00:00,product,high,resolved,5.5
8002772,100588,2025-05-20 01:36:00,account,low,resolved,53.8
8002773,106619,2025-09-12 06:35:00,account,low,resolved,12.3
8002774,101996,2025-10-24 23:38:00,account,normal,in_progress,
8002775,107457,2025-04-28 17:17:00,payment,low,closed,10.1
8002776,109384,2025-10-13 05:26:00,payment,low,resolved,16.8
8002777,105402,2026-01-05 18:41:00,return,high,closed,13.5
8002778,109929,2026-01-17 11:15:00,return,low,resolved,8.6
8002779,101621,2025-08-07 15:07:00,return,normal,in_progress,
8002780,108222,2026-05-23 23:57:00,delivery,normal,resolved,24.4
8002781,109796,2025-08-25 11:03:00,delivery,low,resolved,7.2
8002782,109484,2026-04-03 12:59:00,product,normal,resolved,6.9
8002783,107659,2025-04-16 00:21:00,payment,high,closed,11.2
8002784,101420,2025-08-13 04:28:00,return,high,resolved,2.5
8002785,104895,2025-05-22 08:53:00,account,low,closed,11.7
8002786,107817,2025-05-25 07:46:00,return,high,in_progress,
8002787,105589,2025-10-01 03:06:00,product,high,resolved,6.0
8002788,106592,2025-05-04 10:40:00,return,low,closed,8.2
8002789,101167,2026-06-02 19:38:00,product,high,closed,3.4
8002790,108282,2025-08-18 14:39:00,return,high,closed,12.7
8002791,101162,2026-04-26 06:01:00,payment,low,closed,3.9
8002792,107335,2025-12-14 11:44:00,product,low,resolved,2.8
8002793,104165,2025-06-28 05:59:00,account,high,in_progress,
8002794,105296,2025-12-29 11:26:00,return,normal,closed,17.6
8002795,102737,2025-05-31 08:40:00,delivery,low,resolved,9.9
8002796,104001,2026-01-05 05:55:00,product,normal,resolved,30.3
8002797,105573,2026-05-08 12:13:00,delivery,normal,open,
8002798,104697,2026-01-07 15:54:00,return,low,closed,17.1
8002799,101456,2026-02-17 01:11:00,payment,low,open,
8002800,106773,2025-06-17 07:04:00,delivery,low,resolved,25.3
8002801,101575,2025-01-03 01:26:00,return,normal,resolved,9.4
8002802,109162,2025-06-17 15:39:00,return,low,resolved,12.0
8002803,101957,2026-02-08 07:51:00,product,normal,resolved,8.1
8002804,105139,2025-06-25 23:32:00,return,low,resolved,2.9
8002805,106052,2026-01-17 11:34:00,return,normal,resolved,6.9
8002806,109641,2025-11-21 07:43:00,payment,normal,closed,5.1
8002807,104701,2025-12-11 21:47:00,account,low,resolved,6.4
8002808,105589,2026-04-03 16:46:00,payment,low,resolved,4.3
8002809,102809,2025-04-14 13:45:00,product,low,closed,21.1
8002810,103895,2026-04-13 09:33:00,product,normal,resolved,11.8
8002811,107684,2025-03-22 12:43:00,product,normal,closed,7.1
8002812,108711,2025-04-19 22:35:00,delivery,low,resolved,6.5
8002813,100297,2025-02-25 06:58:00,account,normal,closed,7.2
8002814,106678,2025-03-09 05:58:00,product,high,closed,16.2
8002815,102714,2025-01-14 14:18:00,product,low,resolved,11.9
8002816,102004,2026-01-24 17:34:00,product,low,closed,14.1
8002817,101192,2025-04-19 16:19:00,payment,high,closed,7.6
8002818,103966,2025-12-31 08:36:00,product,low,closed,16.4
8002819,102499,2026-03-19 15:04:00,return,urgent,closed,8.7
8002820,104304,2025-05-08 03:22:00,payment,normal,resolved,11.9
8002821,108678,2025-11-19 18:41:00,delivery,normal,open,
8002822,101349,2025-04-24 23:41:00,return,high,in_progress,
8002823,105153,2025-04-16 01:41:00,return,normal,resolved,13.0
8002824,108537,2026-04-24 00:07:00,delivery,low,open,
8002825,108542,2025-02-22 23:31:00,product,low,closed,28.6
8002826,103122,2025-08-29 06:34:00,product,normal,open,
8002827,101626,2025-05-18 23:13:00,payment,normal,resolved,10.8
8002828,109315,2026-02-02 18:13:00,delivery,normal,resolved,9.0
8002829,101518,2026-04-16 21:18:00,return,high,closed,10.5
8002830,100735,2026-02-22 19:39:00,delivery,normal,resolved,16.8
8002831,107367,2025-02-22 18:50:00,payment,normal,resolved,2.8
8002832,106215,2025-04-01 22:24:00,payment,normal,closed,12.9
8002833,109791,2025-02-17 03:34:00,account,normal,in_progress,
8002834,105577,2026-06-18 20:45:00,payment,normal,resolved,2.3
8002835,104640,2025-03-23 05:40:00,return,low,closed,3.2
8002836,104623,2025-03-25 09:14:00,payment,high,in_progress,
8002837,105942,2025-08-20 10:59:00,account,normal,resolved,10.1
8002838,101629,2025-05-10 04:44:00,payment,low,open,
8002839,104004,2026-06-02 01:03:00,account,high,resolved,6.2
8002840,101625,2025-11-30 11:50:00,product,high,resolved,9.2
8002841,101321,2025-02-04 05:02:00,delivery,normal,closed,16.0
8002842,101858,2025-12-15 05:13:00,product,low,resolved,11.0
8002843,101604,2026-03-14 23:24:00,return,normal,open,
8002844,106512,2026-02-12 10:00:00,delivery,low,resolved,2.8
8002845,107898,2025-09-27 02:34:00,payment,normal,resolved,18.9
8002846,101726,2025-11-27 15:50:00,return,low,closed,7.9
8002847,107575,2025-04-08 21:28:00,delivery,normal,in_progress,
8002848,109560,2025-12-09 20:45:00,return,low,in_progress,
8002849,105363,2025-11-24 19:02:00,product,urgent,resolved,10.9
8002850,108573,2026-03-13 01:11:00,account,low,resolved,11.3
8002851,104845,2025-11-30 06:10:00,account,normal,closed,13.5
8002852,100137,2025-04-13 05:34:00,account,high,closed,11.7
8002853,107116,2025-04-07 00:42:00,account,normal,in_progress,
8002854,109188,2025-03-20 11:13:00,payment,low,resolved,8.0
8002855,103923,2025-06-17 10:17:00,delivery,high,in_progress,
8002856,104569,2025-03-29 08:27:00,product,normal,closed,5.0
8002857,104529,2025-06-03 20:23:00,delivery,low,closed,20.2
8002858,109350,2026-03-06 04:12:00,account,normal,in_progress,
8002859,106472,2025-06-15 15:58:00,delivery,low,open,
8002860,109868,2025-02-03 02:59:00,delivery,normal,closed,36.0
8002861,100963,2026-02-24 04:54:00,account,normal,in_progress,
8002862,100390,2025-09-13 10:45:00,account,high,resolved,6.5
8002863,103055,2025-10-19 13:42:00,product,low,closed,29.1
8002864,106801,2025-04-04 11:55:00,delivery,normal,open,
8002865,107937,2025-07-09 12:38:00,delivery,low,resolved,13.4
8002866,105310,2026-04-15 17:27:00,payment,normal,resolved,23.1
8002867,109707,2026-06-16 06:19:00,delivery,normal,resolved,20.1
8002868,107944,2025-10-19 14:13:00,delivery,low,resolved,13.3
8002869,101668,2025-10-18 23:40:00,delivery,normal,in_progress,
8002870,102652,2025-07-06 03:00:00,product,high,in_progress,
8002871,105686,2026-04-26 16:07:00,return,normal,resolved,4.4
8002872,102858,2026-01-08 23:20:00,payment,low,open,
8002873,100982,2025-05-09 15:12:00,delivery,high,resolved,8.0
8002874,109821,2026-05-23 23:44:00,product,urgent,closed,2.5
8002875,103995,2026-06-26 17:08:00,delivery,normal,resolved,16.0
8002876,108582,2025-07-14 16:39:00,payment,low,resolved,8.4
8002877,107345,2025-09-10 11:01:00,account,normal,closed,13.0
8002878,108815,2026-02-11 07:41:00,return,low,closed,13.7
8002879,104279,2025-11-17 11:50:00,account,normal,closed,5.3
8002880,104034,2025-02-16 03:22:00,product,low,resolved,10.5
8002881,108327,2026-02-04 00:35:00,product,normal,resolved,7.0
8002882,100037,2025-07-05 08:30:00,return,normal,resolved,20.7
8002883,109049,2025-03-29 22:39:00,product,high,closed,8.7
8002884,109741,2025-07-01 03:42:00,payment,normal,in_progress,
8002885,100350,2025-12-14 17:55:00,payment,high,in_progress,
8002886,100822,2026-02-08 12:36:00,account,normal,closed,50.6
8002887,106442,2026-04-16 03:25:00,product,low,resolved,8.2
8002888,101906,2026-05-03 01:28:00,return,normal,resolved,6.1
8002889,108856,2025-09-07 05:19:00,delivery,normal,resolved,19.7
8002890,100660,2025-06-01 10:20:00,delivery,low,closed,22.4
8002891,105148,2025-03-05 02:19:00,product,normal,resolved,12.3
8002892,100037,2025-10-12 06:13:00,product,normal,open,
8002893,107136,2025-01-13 21:43:00,payment,low,open,
8002894,109940,2025-08-28 18:13:00,delivery,normal,closed,7.0
8002895,105404,2025-09-03 01:09:00,account,low,resolved,3.6
8002896,108667,2026-03-20 14:26:00,return,normal,closed,9.8
8002897,102600,2025-04-13 00:18:00,delivery,high,in_progress,
8002898,101768,2026-02-17 22:58:00,delivery,normal,resolved,51.1
8002899,103849,2026-03-07 23:44:00,account,normal,open,
8002900,109433,2025-09-21 22:56:00,delivery,normal,in_progress,
8002901,101598,2025-07-22 23:40:00,delivery,low,closed,5.5
8002902,109008,2026-06-28 10:40:00,return,high,resolved,11.3
8002903,103680,2025-05-18 01:27:00,delivery,high,closed,12.2
8002904,101536,2026-03-16 20:21:00,product,low,in_progress,
8002905,106145,2025-05-14 07:12:00,payment,low,open,
8002906,104895,2025-01-04 08:34:00,payment,high,resolved,2.5
8002907,108623,2025-05-20 19:01:00,delivery,normal,resolved,7.3
8002908,103531,2025-10-25 02:27:00,return,low,closed,7.7
8002909,107303,2026-03-13 03:25:00,account,urgent,resolved,27.5
8002910,108214,2025-11-26 10:00:00,product,low,closed,20.6
8002911,109492,2025-11-10 05:18:00,delivery,normal,open,
8002912,103989,2025-04-22 03:56:00,delivery,low,closed,6.7
8002913,109385,2025-12-31 20:25:00,delivery,low,resolved,10.1
8002914,100263,2025-07-02 20:36:00,delivery,high,closed,79.1
8002915,106978,2025-10-06 03:49:00,account,normal,resolved,3.7
8002916,101720,2025-01-25 23:15:00,account,normal,resolved,3.3
8002917,103822,2025-11-07 10:44:00,product,normal,resolved,5.9
8002918,105723,2025-02-14 19:59:00,payment,high,in_progress,
8002919,104972,2025-12-05 21:18:00,product,low,resolved,12.3
8002920,101504,2025-07-01 06:03:00,product,high,closed,25.5
8002921,106028,2025-04-30 23:56:00,return,normal,resolved,16.2
8002922,100368,2026-02-02 21:58:00,return,low,closed,3.3
8002923,107556,2025-03-08 13:48:00,payment,low,closed,6.4
8002924,103751,2025-03-31 00:26:00,return,normal,resolved,17.7
8002925,100096,2025-01-19 22:48:00,delivery,urgent,closed,5.6
8002926,108086,2025-12-08 05:08:00,return,normal,open,
8002927,107148,2025-06-14 00:54:00,delivery,normal,resolved,14.2
8002928,108058,2025-06-24 02:49:00,delivery,low,in_progress,
8002929,106308,2025-08-29 22:46:00,return,low,resolved,9.1
8002930,108800,2026-05-31 03:47:00,account,low,resolved,8.4
8002931,106459,2025-12-11 09:26:00,delivery,low,closed,26.9
8002932,100024,2025-10-28 23:14:00,payment,low,in_progress,
8002933,105737,2026-04-04 17:03:00,return,normal,in_progress,
8002934,102913,2025-09-24 17:35:00,payment,high,closed,6.6
8002935,104004,2025-01-02 06:51:00,delivery,normal,closed,8.4
8002936,104667,2025-01-04 20:10:00,product,high,in_progress,
8002937,109303,2025-12-20 00:02:00,return,high,in_progress,
8002938,103111,2025-02-19 08:11:00,return,normal,resolved,17.1
8002939,108793,2025-10-11 12:53:00,account,normal,resolved,5.4
8002940,109179,2026-01-15 22:54:00,return,high,in_progress,
8002941,109848,2025-02-07 15:00:00,account,urgent,closed,11.8
8002942,106005,2026-01-21 08:54:00,payment,normal,resolved,7.5
8002943,104184,2026-05-04 05:22:00,delivery,normal,in_progress,
8002944,101322,2026-02-16 13:41:00,product,normal,closed,12.9
8002945,105460,2025-10-19 04:12:00,account,low,resolved,18.5
8002946,103952,2025-03-03 01:52:00,product,normal,resolved,7.7
8002947,101088,2025-10-14 18:20:00,return,normal,closed,7.8
8002948,104738,2025-07-06 04:01:00,product,high,resolved,5.5
8002949,106410,2025-02-26 13:54:00,delivery,low,closed,13.9
8002950,102740,2025-06-14 15:05:00,product,high,closed,8.6
8002951,104090,2025-09-21 18:24:00,delivery,low,closed,4.8
8002952,105583,2025-09-03 11:13:00,payment,low,resolved,8.1
8002953,101981,2025-08-01 17:02:00,product,high,resolved,4.3
8002954,104561,2025-02-20 12:18:00,delivery,urgent,resolved,5.4
8002955,101826,2026-03-04 19:53:00,payment,low,resolved,10.6
8002956,107339,2026-06-29 01:26:00,delivery,low,closed,17.8
8002957,107860,2025-02-21 18:46:00,return,low,closed,7.3
8002958,102090,2025-03-19 20:34:00,return,high,closed,24.4
8002959,101813,2026-01-31 07:05:00,delivery,low,resolved,11.8
8002960,109106,2026-05-16 15:42:00,payment,low,closed,12.8
8002961,109991,2025-06-10 08:40:00,payment,high,closed,5.0
8002962,107266,2025-09-17 17:51:00,product,normal,closed,6.1
8002963,109219,2025-10-06 18:45:00,product,normal,resolved,25.0
8002964,100314,2025-01-15 22:36:00,account,high,closed,6.4
8002965,107872,2025-09-04 09:20:00,product,normal,closed,4.8
8002966,109066,2025-01-10 01:24:00,delivery,urgent,resolved,32.9
8002967,106194,2025-10-22 00:22:00,product,normal,closed,18.5
8002968,109633,2026-06-06 20:59:00,delivery,high,resolved,5.9
8002969,106191,2025-11-04 03:46:00,delivery,low,closed,6.5
8002970,104784,2026-04-17 20:35:00,return,normal,closed,14.7
8002971,102547,2026-04-15 07:53:00,payment,normal,closed,11.1
8002972,102906,2025-08-23 10:14:00,account,normal,open,
8002973,109955,2025-09-27 10:31:00,delivery,high,resolved,25.8
8002974,100562,2026-06-05 07:40:00,payment,high,in_progress,
8002975,105543,2025-11-14 10:34:00,product,low,resolved,7.2
8002976,104850,2025-08-09 04:42:00,account,low,closed,7.2
8002977,108957,2025-10-25 19:19:00,delivery,low,resolved,8.3
8002978,107424,2025-08-27 01:51:00,payment,low,closed,7.5
8002979,104543,2025-07-27 12:54:00,return,low,closed,13.5
8002980,103986,2025-09-21 02:08:00,account,normal,closed,5.7
8002981,107761,2025-02-01 23:07:00,payment,normal,resolved,32.6
8002982,106439,2025-05-04 16:23:00,product,low,resolved,21.4
8002983,106834,2025-01-23 04:07:00,payment,low,open,
8002984,103967,2026-01-21 10:45:00,delivery,high,closed,10.6
8002985,101290,2025-10-26 09:42:00,product,urgent,closed,6.9
8002986,107169,2025-07-06 03:56:00,payment,normal,resolved,3.4
8002987,101671,2026-06-18 19:05:00,product,low,resolved,9.4
8002988,102345,2026-05-14 08:31:00,payment,normal,closed,3.2
8002989,101888,2025-05-31 13:46:00,account,normal,in_progress,
8002990,105396,2026-02-19 07:00:00,delivery,low,resolved,11.7
8002991,100511,2025-08-17 15:00:00,account,normal,closed,5.3
8002992,105751,2026-02-05 03:17:00,account,high,in_progress,
8002993,109050,2026-03-01 23:05:00,payment,urgent,closed,13.1
8002994,102065,2025-07-25 21:14:00,delivery,low,closed,7.5
8002995,103727,2025-06-13 12:40:00,return,low,open,
8002996,108701,2025-03-15 09:49:00,account,normal,open,
8002997,107517,2025-09-13 21:16:00,product,normal,resolved,2.3
8002998,103091,2025-01-28 22:57:00,payment,normal,resolved,7.8
8002999,103926,2025-08-25 11:36:00,delivery,high,closed,14.2
8003000,101545,2025-02-22 15:49:00,return,low,closed,8.9
8003001,109454,2025-01-17 02:50:00,return,low,in_progress,
8003002,108681,2025-05-18 00:18:00,payment,low,resolved,17.2
8003003,109242,2025-05-04 21:19:00,payment,high,open,
8003004,102044,2026-05-16 08:00:00,product,normal,open,
8003005,107157,2026-06-08 17:21:00,product,low,closed,7.9
8003006,107682,2025-02-15 23:41:00,account,normal,closed,7.8
8003007,107231,2025-10-05 06:52:00,delivery,normal,in_progress,
8003008,104183,2025-11-17 09:38:00,return,normal,resolved,3.4
8003009,100762,2025-10-07 02:45:00,account,normal,resolved,8.1
8003010,108535,2025-07-25 19:24:00,return,low,resolved,6.1
8003011,108810,2025-01-27 08:07:00,product,normal,resolved,36.0
8003012,107557,2025-04-09 05:31:00,payment,low,in_progress,
8003013,105716,2025-11-23 01:51:00,return,normal,closed,8.0
8003014,100586,2025-06-08 12:42:00,payment,high,closed,4.9
8003015,104059,2026-04-05 01:57:00,delivery,normal,resolved,22.1
8003016,102698,2025-02-24 08:25:00,return,low,resolved,11.3
8003017,103821,2025-01-08 11:53:00,delivery,normal,open,
8003018,101503,2025-01-05 17:42:00,account,normal,closed,9.5
8003019,102181,2026-01-15 07:40:00,product,low,in_progress,
8003020,100883,2025-03-08 10:31:00,payment,normal,resolved,13.8
8003021,102920,2026-06-13 19:52:00,delivery,normal,resolved,6.6
8003022,109651,2026-06-07 00:52:00,delivery,normal,resolved,20.4
8003023,103427,2025-12-18 00:26:00,account,normal,open,
8003024,100673,2025-09-07 16:22:00,delivery,high,open,
8003025,107115,2025-07-29 14:10:00,payment,urgent,open,
8003026,106413,2025-01-01 01:40:00,account,normal,resolved,5.4
8003027,109534,2025-09-20 23:39:00,payment,low,resolved,5.1
8003028,105786,2025-04-05 13:36:00,product,high,resolved,19.9
8003029,103556,2025-08-09 19:07:00,delivery,low,closed,14.4
8003030,102155,2025-11-24 08:30:00,payment,normal,resolved,3.8
8003031,104591,2026-02-20 08:42:00,delivery,urgent,closed,11.1
8003032,103734,2025-03-30 14:01:00,delivery,high,closed,5.2
8003033,104544,2025-01-07 03:18:00,product,normal,resolved,8.8
8003034,106233,2025-03-22 17:33:00,delivery,low,resolved,7.7
8003035,101101,2026-05-01 11:17:00,return,low,closed,16.3
8003036,109465,2025-06-05 13:37:00,account,normal,resolved,9.8
8003037,103075,2026-05-06 17:41:00,account,high,resolved,4.1
8003038,102849,2025-04-26 20:57:00,account,normal,closed,4.9
8003039,101286,2025-09-18 02:45:00,delivery,normal,closed,6.3
8003040,103127,2025-05-14 07:28:00,account,normal,resolved,5.4
8003041,108490,2025-06-29 21:13:00,delivery,low,resolved,2.8
8003042,107825,2026-03-09 08:41:00,return,low,closed,8.2
8003043,101675,2025-10-19 19:01:00,payment,low,resolved,6.8
8003044,102628,2025-01-08 22:22:00,product,normal,resolved,6.5
8003045,107617,2026-01-11 08:55:00,product,high,closed,19.3
8003046,107610,2026-06-11 09:53:00,return,low,closed,10.3
8003047,102330,2025-10-01 02:45:00,return,normal,resolved,6.2
8003048,105208,2026-05-02 04:36:00,payment,normal,closed,5.7
8003049,101137,2026-05-14 04:02:00,payment,low,resolved,5.0
8003050,105434,2025-11-10 17:26:00,product,low,closed,9.1
8003051,108599,2025-10-02 02:58:00,delivery,low,resolved,3.0
8003052,102204,2025-09-28 16:02:00,account,normal,closed,44.1
8003053,109940,2026-01-03 09:55:00,account,low,closed,10.4
8003054,108231,2025-10-15 04:08:00,delivery,normal,resolved,14.0
8003055,104351,2026-02-04 05:27:00,account,normal,closed,3.5
8003056,103907,2025-08-26 10:11:00,payment,normal,in_progress,
8003057,106660,2025-11-25 23:10:00,payment,high,resolved,25.0
8003058,105829,2026-03-22 19:20:00,account,low,in_progress,
8003059,109363,2025-03-09 09:04:00,return,low,closed,10.0
8003060,103145,2026-05-27 19:18:00,product,normal,resolved,8.8
8003061,102039,2025-02-03 14:50:00,payment,high,resolved,9.9
8003062,102813,2025-08-04 05:44:00,return,high,resolved,12.3
8003063,102265,2026-03-16 07:35:00,delivery,high,resolved,3.7
8003064,102169,2025-06-11 01:26:00,delivery,normal,open,
8003065,101231,2026-04-29 14:57:00,delivery,low,resolved,6.5
8003066,105035,2025-12-08 20:17:00,delivery,normal,resolved,33.2
8003067,106798,2026-04-29 16:55:00,payment,normal,closed,40.7
8003068,101312,2026-01-15 16:06:00,product,low,open,
8003069,107692,2025-04-28 01:46:00,product,low,resolved,14.4
8003070,102496,2025-03-05 18:03:00,account,normal,closed,4.7
8003071,102133,2025-03-01 16:09:00,return,normal,in_progress,
8003072,109948,2025-08-20 09:28:00,product,normal,closed,28.0
8003073,108128,2025-11-14 16:48:00,account,low,resolved,5.6
8003074,100481,2026-03-25 19:47:00,product,low,closed,9.7
8003075,105811,2025-06-02 19:01:00,account,high,closed,2.5
8003076,107259,2026-06-02 02:22:00,return,low,resolved,15.6
8003077,109455,2025-10-22 16:57:00,payment,normal,resolved,8.7
8003078,103654,2025-11-13 15:15:00,payment,normal,closed,11.7
8003079,100090,2025-01-12 15:57:00,payment,normal,closed,7.8
8003080,108693,2025-06-12 09:07:00,account,low,in_progress,
8003081,108169,2026-01-12 17:28:00,account,low,resolved,5.1
8003082,102103,2025-06-16 03:56:00,payment,high,resolved,6.7
8003083,104775,2025-07-16 05:55:00,payment,normal,in_progress,
8003084,103255,2026-05-29 07:53:00,account,low,closed,5.1
8003085,100144,2026-05-19 05:15:00,return,high,closed,5.6
8003086,107974,2026-06-04 14:29:00,product,normal,resolved,7.3
8003087,107074,2025-10-08 23:35:00,delivery,normal,closed,9.2
8003088,108308,2025-05-07 04:50:00,account,normal,resolved,11.7
8003089,101512,2025-09-29 08:27:00,product,high,closed,19.1
8003090,104163,2025-11-17 14:51:00,return,low,in_progress,
8003091,108113,2026-03-03 17:27:00,return,high,resolved,7.7
8003092,101458,2025-10-15 12:53:00,account,normal,open,
8003093,108499,2025-12-04 03:05:00,delivery,normal,closed,4.7
8003094,102934,2025-01-29 10:32:00,delivery,high,closed,16.9
8003095,105713,2026-01-03 02:22:00,product,normal,resolved,21.8
8003096,105558,2026-06-19 11:30:00,delivery,low,resolved,5.2
8003097,104641,2025-06-26 21:44:00,payment,normal,resolved,4.5
8003098,101879,2025-05-22 12:04:00,delivery,low,open,
8003099,103292,2025-05-14 02:01:00,account,low,closed,27.7
8003100,107655,2026-01-27 06:59:00,account,normal,closed,17.7
8003101,109991,2026-03-08 06:18:00,delivery,low,resolved,15.9
8003102,102462,2025-10-03 21:44:00,delivery,high,resolved,3.5
8003103,100926,2025-02-22 06:00:00,return,low,in_progress,
8003104,104014,2025-05-21 03:25:00,product,low,closed,21.5
8003105,103925,2025-08-31 20:03:00,return,low,closed,6.2
8003106,108090,2026-02-01 12:10:00,delivery,normal,open,
8003107,105638,2026-02-28 21:17:00,delivery,low,resolved,7.3
8003108,105284,2025-06-30 13:03:00,product,normal,resolved,5.9
8003109,107492,2026-03-15 06:16:00,delivery,high,closed,7.7
8003110,105782,2025-05-30 17:50:00,product,normal,resolved,69.2
8003111,102118,2025-05-20 11:38:00,return,normal,closed,16.5
8003112,100844,2025-08-19 21:28:00,payment,low,resolved,14.5
8003113,103255,2025-09-10 00:51:00,return,high,closed,15.4
8003114,109046,2025-12-19 10:13:00,payment,high,closed,5.7
8003115,109506,2025-11-08 17:35:00,product,normal,closed,4.6
8003116,100649,2026-04-03 20:49:00,delivery,low,resolved,5.0
8003117,101210,2025-10-15 05:31:00,delivery,low,resolved,8.0
8003118,102432,2025-03-16 16:33:00,product,normal,open,
8003119,105946,2025-02-28 03:29:00,product,normal,closed,16.7
8003120,100884,2025-04-09 03:36:00,return,low,closed,15.4
8003121,100526,2025-07-26 15:23:00,return,normal,resolved,22.5
8003122,103819,2025-09-22 12:13:00,product,low,resolved,9.3
8003123,106298,2026-02-07 03:33:00,payment,low,resolved,5.4
8003124,106679,2025-12-19 18:43:00,account,normal,resolved,8.6
8003125,102680,2026-04-16 14:27:00,delivery,normal,closed,10.7
8003126,100496,2025-11-05 15:28:00,payment,low,open,
8003127,104131,2025-01-20 14:48:00,product,normal,open,
8003128,100169,2025-07-11 23:32:00,account,low,closed,5.1
